,keywords,number_of_times_word_appeared,tf,idf,tf_idf
332,literal,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
336,such,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
187,args,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
911,state,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
583,contain,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
241,draw,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
534,table,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
55,via,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
964,foo,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
765,OK,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
557,garbage,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
1012,bits,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
138,button,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
753,these,7,0.00028263415028061535,-1.9459101490553135,-0.000549980661500674
77,from,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
146,calloc,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
610,sizeof,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
145,arrays,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
883,equivalent,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
230,Object,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
133,Array,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
252,they,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
751,name,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
269,struct,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
982,automatic,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
396,width,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
362,need,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
341,instance,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
316,heap,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
184,pointers,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
175,execute,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
908,thread,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
801,parameters,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
686,create,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
648,Stack,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
799,nor,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
701,portable,6,0.0002422578430976703,-1.791759469228055,-0.00043406778436501516
472,variables,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
255,instantiate,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
804,compile,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
481,allocates,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
483,statement,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
798,way,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
925,used,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
246,machine,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
916,passed,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
242,very,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
912,Note,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
656,like,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
227,executed,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
636,similar,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
781,p2,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
443,static,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
61,platform,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
1,It,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
757,equal,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
768,effect,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
769,elements,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
96,should,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
304,because,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
927,version,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
1003,threads,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
392,where,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
985,test,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
152,import,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
420,don,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
962,set,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
437,write,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
999,signed,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
564,p1,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
485,only,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
205,Primitive,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
141,other,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
592,while,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
630,predefined,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
850,using,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
211,length,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
570,tag,5,0.00020188153591472525,-1.6094379124341003,-0.00032491579772158524
4,uses,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
796,view,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
480,As,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
302,invoke,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
199,Integer,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
471,makes,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
109,stack,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
744,convert,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
713,extend,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
33,library,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
586,We,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
989,pointernull,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
945,getParameter,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
438,initial,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
435,exception,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
608,WWW,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
277,consider,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
289,start,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
23,println,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
645,copy,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
123,clone,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
417,paint,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
600,must,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
603,document,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
7,line,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
2,System,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
858,free,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
552,animations,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
317,definitions,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
725,space,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
875,Graphics,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
527,look,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
136,compiler,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
334,true,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
795,How,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
51,semantics,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
50,strings,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
617,else,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
907,NULL,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
825,Expressions,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
207,stop,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
855,drawn,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
131,place,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
97,super,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
685,Garbage,4,0.0001615052287317802,-1.3862943611198906,-0.00022389378788224503
638,operators,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
327,initialize,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
764,compilation,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
401,These,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
710,bfoo,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
817,edu,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
682,resources,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
388,into,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
822,arithmetic,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
821,always,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
810,contrast,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
382,There,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
1000,ignore,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
996,package,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
381,address,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
756,assigned,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
344,Init,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
843,collector,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
827,buttons,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
860,been,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
978,final,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
739,char,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
914,between,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
785,include,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
501,destroy,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
733,dynamic,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
512,within,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
588,allocated,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
655,codevoid,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
576,label,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
791,now,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
808,allow,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
721,loop,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
766,optional,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
867,each,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
894,automatically,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
639,case,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
853,hard,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
479,those,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
413,HTML,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
770,output,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
963,will,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
951,function,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
429,leave,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
604,programming,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
851,part,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
699,default,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
451,inthis,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
452,height,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
716,statements,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
918,access,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
740,appletviewer,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
917,By,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
440,references,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
690,either,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
0,push,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
124,equals,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
179,dispose,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
308,reside,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
195,life,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
134,easily,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
142,stat1,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
30,own,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
112,blah,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
63,link,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
156,Variables,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
253,limited,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
72,than,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
229,section,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
310,QUIT,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
262,first,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
116,messages,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
166,which,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
170,GUI,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
162,text,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
321,shows,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
292,extends,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
121,nothing,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
163,Allocate,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
167,therefore,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
119,TrivialApplication,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
206,TypeName,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
75,Statements,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
306,defines,3,0.00012112892154883515,-1.0986122886681098,-0.0001330737217266657
478,illustrate,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
899,ButtonsButton,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
897,interpreted,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
54,instanceof,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
621,error,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
476,task,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
474,false,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
487,Hello,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
101,subclass,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
891,robust,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
53,addition,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
486,unit,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
448,TRUE,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
52,available,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
267,Create,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
642,bad,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
923,calls,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
266,constructor,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
105,prints,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
640,opening,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
446,keyword,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
447,break,2,8.07526143658901e-05,-0.6931471805599453,-5.597344697056126e-05
